BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;GESCHLECHT_CODE;GESCHLECHT_BEZEICHNUNG;NATIONALITAET_CODE;NATIONALITAET_BEZEICHNUNG;ANZAHL_PERSONEN;MALE;FEMALE;SWISS;NOTSWISS
4831;Müllheim;2012;Bezirk Frauenfeld;2019;1;Männlich;2;Ausland;292; ;;;
4831;Müllheim;2012;Bezirk Frauenfeld;2019;2;Weiblich;1;Schweiz;1253;;;;
4831;Müllheim;2012;Bezirk Frauenfeld;2019;2;Weiblich;2;Ausland;225;;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2019;1;Männlich;1;Schweiz;854;1026;1039;1770;295
4841;Pfyn;2012;Bezirk Frauenfeld;2019;1;Männlich;2;Ausland;172; ;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2019;2;Weiblich;1;Schweiz;916;;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2019;2;Weiblich;2;Ausland;123;;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;1;Männlich;1;Schweiz;187;212;201;369;44
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;1;Männlich;2;Ausland;25; ;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;2;Weiblich;1;Schweiz;182;;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;2;Weiblich;2;Ausland;19;;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;1;Männlich;1;Schweiz;482;677;687;981;383
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;1;Männlich;2;Ausland;195; ;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;2;Weiblich;1;Schweiz;499;;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;2;Weiblich;2;Ausland;188;;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2019;1;Männlich;1;Schweiz;1330;1912;1824;2733;1003
4864;Steckborn;2012;Bezirk Frauenfeld;2019;1;Männlich;2;Ausland;582; ;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2019;2;Weiblich;1;Schweiz;1403;;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2019;2;Weiblich;2;Ausland;421;;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;1;Männlich;1;Schweiz;649;847;864;1340;371
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;1;Männlich;2;Ausland;198; ;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;2;Weiblich;1;Schweiz;691;;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;2;Weiblich;2;Ausland;173;;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;601;683;650;1196;137
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;82; ;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;595;;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;55;;;;
4891;Berg;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1477;1735;1709;2957;487
4891;Berg;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;258; ;;;
4891;Berg;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1480;;;;
4891;Berg;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;229;;;;
4901;Birwinken;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;568;649;691;1171;169
4901;Birwinken;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;81; ;;;
4901;Birwinken;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;603;;;;
4901;Birwinken;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;88;;;;
4911;Bürglen;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1343;2011;1938;2764;1185
4911;Bürglen;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;668; ;;;
4911;Bürglen;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1421;;;;
4911;Bürglen;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;517;;;;
4921;Bussnang;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1054;1274;1178;2090;362
4921;Bussnang;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;220; ;;;
4921;Bussnang;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1036;;;;
4921;Bussnang;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;142;;;;
4941;Märstetten;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1223;1455;1429;2456;428
4941;Märstetten;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;232; ;;;
4941;Märstetten;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1233;;;;
4941;Märstetten;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;196;;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;4421;5867;5692;8899;2660
4946;Weinfelden;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;1446; ;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;4478;;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;1214;;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;1;Männlich;1;Schweiz;1045;1270;1186;2055;401
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;1;Männlich;2;Ausland;225; ;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;2;Weiblich;1;Schweiz;1010;;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;2;Weiblich;2;Ausland;176;;;;
4401;Arbon;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;4758;7268;7265;9853;4680
4401;Arbon;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;2510; ;;;
4401;Arbon;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;5095;;;;
4401;Arbon;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;2170;;;;
4406;Dozwil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;292;353;342;589;106
4406;Dozwil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;61; ;;;
4406;Dozwil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;297;;;;
4406;Dozwil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;45;;;;
4411;Egnach;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;2082;2407;2295;4091;611
4411;Egnach;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;325; ;;;
4411;Egnach;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;2009;;;;
4411;Egnach;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;286;;;;
4416;Hefenhofen;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;505;599;594;1019;174
4416;Hefenhofen;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;94; ;;;
4416;Hefenhofen;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;514;;;;
4416;Hefenhofen;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;80;;;;
4421;Horn;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;1103;1357;1391;2270;478
4421;Horn;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;254; ;;;
4421;Horn;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;1167;;;;
4421;Horn;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;224;;;;
4426;Kesswil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;381;471;518;805;184
4426;Kesswil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;90; ;;;
4426;Kesswil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;424;;;;
4426;Kesswil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;94;;;;
4431;Roggwil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;1366;1547;1512;2728;331
4431;Roggwil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;181; ;;;
4431;Roggwil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;1362;;;;
4431;Roggwil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;150;;;;
4436;Romanshorn;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;3649;5451;5663;7685;3429
4436;Romanshorn;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;1802; ;;;
4436;Romanshorn;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;4036;;;;
4436;Romanshorn;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;1627;;;;
4441;Salmsach;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;517;739;704;1047;396
4441;Salmsach;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;222; ;;;
4441;Salmsach;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;530;;;;
4441;Salmsach;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;174;;;;
4446;Sommeri;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;235;284;288;492;80
4446;Sommeri;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;49; ;;;
4446;Sommeri;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;257;;;;
4446;Sommeri;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;31;;;;
4451;Uttwil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;753;934;922;1513;343
4451;Uttwil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;181; ;;;
4451;Uttwil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;760;;;;
4451;Uttwil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;162;;;;
4461;Amriswil;2011;Bezirk Arbon;2018;1;Männlich;1;Schweiz;4433;6719;6741;9176;4284
4461;Amriswil;2011;Bezirk Arbon;2018;1;Männlich;2;Ausland;2286; ;;;
4461;Amriswil;2011;Bezirk Arbon;2018;2;Weiblich;1;Schweiz;4743;;;;
4461;Amriswil;2011;Bezirk Arbon;2018;2;Weiblich;2;Ausland;1998;;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;2179;3034;2951;4412;1573
4471;Bischofszell;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;855; ;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;2233;;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;718;;;;
4476;Erlen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1362;1899;1838;2721;1016
4476;Erlen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;537; ;;;
4476;Erlen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1359;;;;
4476;Erlen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;479;;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;904;1003;938;1762;179
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;99; ;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;858;;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;80;;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;278;303;283;537;49
4495;Hohentannen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;25; ;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;259;;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;24;;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1370;1835;1749;2742;842
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;465; ;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1372;;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;377;;;;
4506;Sulgen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1385;1919;1923;2853;989
4506;Sulgen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;534; ;;;
4506;Sulgen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1468;;;;
4506;Sulgen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;455;;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1060;1233;1152;2064;321
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;173; ;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1004;;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;148;;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;799;941;892;1557;276
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;142; ;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;758;;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;134;;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1267;2030;1955;2580;1405
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;763; ;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1313;;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;642;;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;724;820;878;1511;187
4546;Schlatt;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;96; ;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;787;;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;91;;;;
4551;Aadorf;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;3768;4524;4480;7618;1386
4551;Aadorf;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;756; ;;;
4551;Aadorf;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;3850;;;;
4551;Aadorf;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;630;;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1157;1466;1370;2290;546
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;309; ;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1133;;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;237;;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;9281;12447;13009;19456;6000
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;3166; ;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;10175;;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;2834;;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1836;2197;2150;3708;639
4571;Gachnang;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;361; ;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1872;;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;278;;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;396;443;400;755;88
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;47; ;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;359;;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;41;;;;
4591;Matzingen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1059;1487;1408;2140;755
4591;Matzingen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;428; ;;;
4591;Matzingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1081;;;;
4591;Matzingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;327;;;;
4601;Neunforn;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;492;530;502;957;75
4601;Neunforn;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;38; ;;;
4601;Neunforn;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;465;;;;
4601;Neunforn;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;37;;;;
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;553;606;601;1110;97
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;53; ;;;
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;557;;;;
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;44;;;;
4611;Thundorf;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;678;744;692;1326;110
4611;Thundorf;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;66; ;;;
4611;Thundorf;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;648;;;;
4611;Thundorf;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;44;;;;
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;492;550;535;992;93
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;58; ;;;
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;500;;;;
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;35;;;;
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;603;685;656;1192;149
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;82; ;;;
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;589;;;;
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;67;;;;
4641;Altnau;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;862;1089;1147;1785;451
4641;Altnau;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;227; ;;;
4641;Altnau;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;923;;;;
4641;Altnau;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;224;;;;
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;730;1104;1115;1483;736
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;374; ;;;
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;753;;;;
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;362;;;;
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;1134;1713;1741;2367;1087
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;579; ;;;
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;1233;;;;
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;508;;;;
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;98;167;170;204;133
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;69; ;;;
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;106;;;;
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;64;;;;
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;638;811;780;1273;318
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;173; ;;;
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;635;;;;
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;145;;;;
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;1042;1294;1243;2064;473
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;252; ;;;
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;1022;;;;
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;221;;;;
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;4652;11018;10972;9889;12101
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;6366; ;;;
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;5237;;;;
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;5735;;;;
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;557;671;624;1069;226
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;114; ;;;
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;512;;;;
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;112;;;;
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;630;858;868;1275;451
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;228; ;;;
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;645;;;;
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;223;;;;
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;1055;1727;1749;2182;1294
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;672; ;;;
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;1127;;;;
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;622;;;;
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;1452;2328;2307;2957;1678
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;876; ;;;
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;1505;;;;
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;802;;;;
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;433;547;514;856;205
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;114; ;;;
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;423;;;;
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;91;;;;
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1095;1321;1225;2155;391
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;226; ;;;
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1060;;;;
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;165;;;;
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;487;647;594;951;290
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;160; ;;;
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;464;;;;
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;130;;;;
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;1310;1479;1384;2550;313
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;169; ;;;
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1240;;;;
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;144;;;;
4723;Braunau;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;351;395;383;701;77
4723;Braunau;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;44; ;;;
4723;Braunau;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;350;;;;
4723;Braunau;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;33;;;;
4724;Eschlikon;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;1895;2221;2136;3746;611
4724;Eschlikon;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;326; ;;;
4724;Eschlikon;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1851;;;;
4724;Eschlikon;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;285;;;;
4726;Fischingen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;1283;1404;1379;2558;225
4726;Fischingen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;121; ;;;
4726;Fischingen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1275;;;;
4726;Fischingen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;104;;;;
4741;Lommis;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;522;601;610;1074;137
4741;Lommis;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;79; ;;;
4741;Lommis;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;552;;;;
4741;Lommis;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;58;;;;
4746;Münchwilen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;2161;2801;2806;4441;1166
4746;Münchwilen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;640; ;;;
4746;Münchwilen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;2280;;;;
4746;Münchwilen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;526;;;;
